path,rights_group,origin,origin_commit,source_identity,modification_status,owner_evidence,ai_assistance,third_party_material,inbound_license,current_notice,outbound_license,redistribution_authority,public_status,public_release_eligible,required_action,evidence_reference,authority_effect,record_status
src/triadicbrain/resources/__init__.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/resources/__init__.py,NONE,ACTIVE
src/triadicbrain/resources/offline_demo_fixture.v1.json,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/resources/offline_demo_fixture.v1.json,NONE,ACTIVE
src/triadicbrain/serve.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:src/triadicbrain/serve.py,NONE,ACTIVE
tests/repository_modes_test.py,D,GH-01 generated successor,NOT_APPLICABLE,GH01_GENERATED_BYTES,NEW_GH01_FILE,GH01_HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,GH01_GENERATED:tests/repository_modes_test.py,NONE,ACTIVE
tests/test_root_package.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:tests/test_root_package.py,NONE,ACTIVE
tools/build_docs.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,NEW_OA01_FILE,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,OA01_GENERATED:tools/build_docs.py,NONE,ACTIVE
tools/oa01_validate.py,D,OA-01 generated projection; GH-01 successor modification,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,REPOSITORY_OWNER_SUPPLIED_BASELINE; GH01_HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,FILE_SPECIFIC_NOTICES_MAY_APPLY; MODIFICATION_PENDING_HUMAN_RIGHTS_CONFIRMATION,PRESERVE_INHERITED_NOTICES; AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:tools/oa01_validate.py,NONE,ACTIVE
tools/run_private_alpha_ci.py,D,GH-01 generated successor,NOT_APPLICABLE,GH01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,GH01_HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:tools/run_private_alpha_ci.py,NONE,ACTIVE
tools/write_projection_records.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:tools/write_projection_records.py,NONE,ACTIVE
validation/triadic_brain_totality_repair_inputs_v1/PRODUCT_TASK_01_PROFILE.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:2782ac6ec861eed97655424b4e8be23642dab705,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#validation/triadic_brain_totality_repair_inputs_v1/PRODUCT_TASK_01_PROFILE.json,NONE,ACTIVE
validation/triadic_brain_totality_repair_inputs_v1/PRODUCT_TASK_01_USABILITY_COMPARATOR_TEMPLATE.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:4b69609fb44b4b2b285419aa3b19f68bb322851e,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#validation/triadic_brain_totality_repair_inputs_v1/PRODUCT_TASK_01_USABILITY_COMPARATOR_TEMPLATE.json,NONE,ACTIVE
